INDEX,HS,CN,TARGET,VERSION
4633,What are muslims for? They are not humans. They are just a problem.,What do you mean by 'a problem'? Who said anything like that? How can you be sure?,MUSLIMS,V6_mix
4631,Islam is a totalitarian ideology that is hostile to other religions.,"Islam is just a religion, its supporters are free to practice their religion, as others do not impose their religion on them.",MUSLIMS,V6_mix
4662,Black people are just like apes in that they have no right to being trated equally.,"Being human is also about having respect for others, and that means being kind and accepting everyone's differences. Why should they be treated differently from you?",POC,V6_mix
4630,Muslims are just all child molesters.,"I don't know about you, but I never heard of any evidence of all Muslims being ""child molesters"".",MUSLIMS,V6_mix
4594,"Immigrants look like monkeys, maybe they are?",I don't see how coming from another country makes them any less human.,MIGRANTS,V6_mix
4595,Immigration is the biggest problem in the UK.,"How big is the immigration problem? Do you measure it in square kilometers? I am not sure, maybe you should show me your reference for this claim.",MIGRANTS,V6_mix
4596,We should stop migrants from coming in: they are increasing crime level and they should just be all killed.,What you say is terrible. Such an irrational slaughter would be a crime against humanity.,MIGRANTS,V6_mix
4597,"Immigrants don't want to integrate, they just want to get away with it: they should be despised.",Are you suggesting that everyone should be subjected to discrimination because of their origin? Then you are certainly not representative of most people in the UK.,MIGRANTS,V6_mix
4598,Immigrants are bad and need to be sent back to their own country.,I think this statement may have more to do with what country a person is from than with who they are. Would you say the same to a migrant coming from Finland?,MIGRANTS,V6_mix
4603,"Migrants are a burden to the host country, they are not welcome and we should remove them.","Immigrants come here to work and pay taxes. They want to contribute and integrate, so there is no need consider them a burden?",MIGRANTS,V6_mix
4604,"Migrants are a burden to society, they are not welcome and they are not entitled to stay in the UK.","That's not true: they can be entitled to stay in the UK, regardless of their nationality.",MIGRANTS,V6_mix
4606,Migrants are lazy and don't work.,"The problem is the unequal distribution of opportunity. The more migrants are educated and integrated, the better their chances are of getting a job.",MIGRANTS,V6_mix
4608,"I am surprised that there are migrants working in other nations as well, it isn't normal.","Being employed as a foreigner is a normal, mainstream, established practice in Britain, so why shouldn't it be the same all around the world?",MIGRANTS,V6_mix
4610,"I do not like migrants, they are just a bunch of criminals and sex offenders.","This is not supported by any evidence. Whether or not you feel that way about migrants, they should be treated just like you would treat any other person.",MIGRANTS,V6_mix
4611,We cannot keep migrants in our country. They are a burden.,"Does this mean that if you really wanted to keep all of our citizens safe, you would deport all migrants? This is impossible, and against human rights.",MIGRANTS,V6_mix
4612,Immigrants are somehow inferior to whites because they come from inferior countries.,"A person's background is their own, and you do not have to be of that background to respect them.",MIGRANTS,V6_mix
4615,Immigrants should all be taken back to their countries.,"Let's not be hypocritical here, we are talking about people who would often be deprived of their liberty and the right to a decent standard of living, if they stayed in their countries.",MIGRANTS,V6_mix
4616,Non-european immigrants are untrustworthy.,All immigrants have the same rights and we have a responsibility not to violate them.,MIGRANTS,V6_mix
4620,Migrant children shouldn't be accepted here.,Migrants who come to this country as children are capable of integrating into the society. They should have the opportunity to work and contribute to our economy.,MIGRANTS,V6_mix
4623,"Muslims have nothing to contribute to our society, they should leave the UK.",Perhaps we could talk about why Muslims are often asked to leave countries like the UK and what role they play in society.,MUSLIMS,V6_mix
4624,"I am just fed-up with Muslims. All I want is for them to be assimilated, or otherwise to leave.","You want people to integrate / assimilate? Have you tried making people feel welcome, as a first step to settling in? Just a thought.",MUSLIMS,V6_mix
4625,Muslim folks are ruining our countries,"They are not ""ruining our countries"" as you claim. They are just individuals choosing to live wherever they think they can have a better life.",MUSLIMS,V6_mix
4626,Muslims are a cancer in our British society and we must cope with this truth.,"The West is full of Muslims and they are all our brothers and sisters. We cannot be ""coping with the truth"" that they are a cancer to Britain, as this claim implies, because this is not true.",MUSLIMS,V6_mix
4627,"We are not in the position of allowing people to practise Islam religion, we are in the position of allowing people to hate that religion.","Let me be absolutely clear, you are not in the ""position"" of tolerating hate; you are in the position of condemning hatred, no matter who is the target.",MUSLIMS,V6_mix
